id,order_date,supplier_code,supplier_name,item_category_code,item_category_name,item_code,item_name,um,order_number,entered_by_name,indent_number,department,department_name,cost_project,cost_project_name,currency_code,currency_name,exchange_rate,stock_type_name,order_value,order_quantity,bal_qty,rate
15016,2025-06-06 00:00:00,CAC02,Oconnell-Griffin,C0045,PQS Spare,S0M270013,Nozzle No,NOS,PR25Y-00497,PARMESHWAR TIDK,IR25Y-00383,DEP20,KALIKA ROL,PQS09,Project Multi-tiered contextually-based moratorium,INR,INDIAN RUPEE,      1.00000,Revenue,43117.21,6,0,6090
15017,2025-06-06 00:00:00,CAC02,Oconnell-Griffin,C0045,PQS Spare,S0M270014,Nozzle No,NOS,PR25Y-00497,PARMESHWAR TIDK,IR25Y-00383,DEP20,KALIKA ROL,PQS05,Project Multi-tiered contextually-based moratorium,INR,INDIAN RUPEE,      1.00000,Revenue,117056.02,16,0,6200
15011,2025-06-06 00:00:00,CAC02,Oconnell-Griffin,C0045,PQS Spare,S0M270015,Nozzle No,NOS,PR25Y-00497,PARMESHWAR TIDK,IR25Y-00383,DEP20,KALIKA ROL,PQS06,Project Multi-tiered contextually-based moratorium,INR,INDIAN RUPEE,      1.00000,Revenue,73160.01,10,0,6200
15012,2025-06-06 00:00:00,CAC02,Oconnell-Griffin,C0045,PQS Spare,S0M270075,Flow Guid,NOS,PR25Y-00497,PARMESHWAR TIDK,IR25Y-00383,DEP20,KALIKA ROL,PQS09,Project Multi-tiered contextually-based moratorium,INR,INDIAN RUPEE,      1.00000,Revenue,120360.02,12,0,8500
15232,2025-06-20 00:00:00,CJA29,Franklin PLC,C0030,Carden Shaft,S0M120047,Cardan Sh,NOS,PR25Y-00587,KRUSHNA,IR25Y-00533,DEP24,MACHINE SH,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Capital,28320,4,0,6000
15306,2025-06-26 00:00:00,CDE04,Ramos PLC,BL,SHEAR BLADES,S0M340039,Divide sh,NOS,PR25Y-00627,KRUSHNA,IR25Y-00575,DEP20,KALIKA ROL,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Revenue,56286,12,12,3975
15323,2025-06-26 00:00:00,CKA02,Morrow-Santiago,C0030,Carden Shaft,S0M120047,Cardan Sh,NOS,PR25Y-00628,KRUSHNA,IR25Y-00574,DEP24,MACHINE SH,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Capital,27376,4,0,5800
15404,2025-02-05 00:00:00,CDE03,Cline Group,C0039,Bearing,S0M210355,Bearing 3,NOS,PR25Y-00248,KRUSHNA,IR25Y-00216,DEP24,MACHINE SH,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Revenue,4049.74,4,0,1300
15405,2025-02-05 00:00:00,CDE03,Cline Group,C0039,Bearing,S0M210512,Bearing 6,NOS,PR25Y-00248,KRUSHNA,IR25Y-00216,DEP24,MACHINE SH,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Revenue,3186.82,4,0,1023
15401,2025-02-05 00:00:00,CDE03,Cline Group,C0039,Bearing,S0M210777,Lock Nut,NOS,PR25Y-00248,KRUSHNA,IR25Y-00216,DEP24,MACHINE SH,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Revenue,925.22,4,0,297
20568,2025-04-18 00:00:00,CEN01,"Ellis, King and Robinson",C0039,Bearing,S0M210071,Bearing 6,NOS,PR25Y-00152,KRUSHNA,IR25Y-00133,DEP20,KALIKA ROL,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Revenue,1603,10,0,283
14690,2025-07-19 00:00:00,CAC02,Oconnell-Griffin,PM,Plant & Machinery,S0A010934,RTNL Roll,NOS,PR25Y-00781,KRUSHNA,IR25Y-00667,DEP12,COOLING BE,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Capital,236000,20,20,10000
21056,2025-04-24 00:00:00,CEA03,Brown-Vincent,C0039,Bearing,S0M210790,Bearing 6,NOS,PR25Y-00184,KRUSHNA,IR25Y-00162,DEP24,MACHINE SH,BYPAS,Project Object-based 4thgeneration customer loyalty,INR,INDIAN RUPEE,      1.00000,Revenue,6230,40,0,132
14597,2025-12-07 00:00:00,CST02,Russell LLC,C0026,Guide Shop,S0M080200,Bush & Bu,NOS,PR25Y-00725,PARMESHWAR TIDK,IR25Y-00655,DEP20,KALIKA ROL,GUI03,Project Organic mission-critical parallelism,INR,INDIAN RUPEE,      1.00000,Revenue,36580.05,20,20,1550
14588,2025-12-07 00:00:00,CST02,Russell LLC,C0026,Guide Shop,S0M080201,Bush & Bu,NOS,PR25Y-00725,PARMESHWAR TIDK,IR25Y-00655,DEP20,KALIKA ROL,GUI03,Project Organic mission-critical parallelism,INR,INDIAN RUPEE,      1.00000,Revenue,36580.05,20,20,1550
13946,2025-01-08 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210999,Bearing 6,NOS,PR25Y-00866,KRUSHNA,IR25Y-00784,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,9242,10,0,1780
14270,2025-05-08 00:00:00,CKP01,"Brown, Watts and Hurley",C0034,Pipe Line Fitting,S0M160090,GI Socket,NOS,PR25Y-00881,KRUSHNA,IR25Y-00800,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,67.26,3,3,19
14273,2025-05-08 00:00:00,CKP01,"Brown, Watts and Hurley",C0034,Pipe Line Fitting,S0M160255,GI Barrel,NOS,PR25Y-00881,KRUSHNA,IR25Y-00800,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,106.21,2,2,45
14276,2025-05-08 00:00:00,CKP01,"Brown, Watts and Hurley",C0034,Pipe Line Fitting,S0M162307,GI Pipe C,MTR,PR25Y-00881,KRUSHNA,IR25Y-00800,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,2124.1,18,18,118
14331,2025-09-08 00:00:00,CMA81,Green Inc,BL,SHEAR BLADES,S0M340037,Pedax mac,NOS,PR25Y-00912,KRUSHNA,IR25Y-00813,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,11965,6,0,1690
14343,2025-02-07 00:00:00,CJA43,"Buchanan, Boyd and Ortega",SQP,HARDWARE,S0H020043,EN24 Roun,KGS,PR25Y-00664,KRUSHNA,IR25Y-00605,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1858.76,15,-.4,105
14344,2025-02-07 00:00:00,CJA43,"Buchanan, Boyd and Ortega",SQP,HARDWARE,S0H100379,Ms Seamle,KGS,PR25Y-00664,KRUSHNA,IR25Y-00605,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1425.24,15,0,95
14357,2025-03-07 00:00:00,CHI01,Young-Jackson,C0021,Compressor,S0M030238,Oil Filte,NOS,PR25Y-00676,KRUSHNA,IR25Y-00612,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,2468.44,1,0,2202
14358,2025-03-07 00:00:00,CHI01,Young-Jackson,C0021,Compressor,S0M030263,Air Filte,NOS,PR25Y-00676,KRUSHNA,IR25Y-00612,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,5554.56,1,0,4955
14530,2025-09-07 00:00:00,CDI02,Lucas Ltd,SS04,Plastic Pipe & fitting,S0M162353,PU Joint,NOS,PR25Y-00713,PARMESHWAR TIDK,IR25Y-00641,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,236,10,0,20
14560,2025-10-07 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210942,Bearing S,NOS,PR25Y-00719,KRUSHNA,IR25Y-00647,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,464.91,4,0,197
14559,2025-10-07 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210940,Bearing P,NOS,PR25Y-00719,KRUSHNA,IR25Y-00647,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,4352.09,4,0,1921
14621,2025-07-15 00:00:00,CAN01,Conrad-Jackson,C0027,General,S0M092575,Damber Pa,NOS,PR25Y-00746,PARMESHWAR TIDK,IR25Y-00677,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,230,1,0,230
14696,2025-07-19 00:00:00,CGA07,Howard-Nelson,C0024,General Tool,S0M060649,Bearing P,NOS,PR25Y-00775,PARMESHWAR TIDK,IR25Y-00699,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,905,1,0,767
14736,2025-07-23 00:00:00,CSC03,Brewer-Taylor,C0027,General,S0M092577,STOP RING,NOS,PR25Y-00800,KRUSHNA,IR25Y-00718,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,98.76,1,0,90
13962,2025-07-27 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0019,Daily Consumable,S0M010048,Multimete,NOS,PR25Y-00832,PARMESHWAR TIDK,IR25Y-00751,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3000,12,0,250
14731,2025-07-23 00:00:00,CAN01,Conrad-Jackson,C0027,General,S0M092575,Damber Pa,NOS,PR25Y-00806,PARMESHWAR TIDK,IR25Y-00726,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,500,2,0,250
24134,2025-10-15 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092622,Damber Pa,NOS,PR25Y-01437,PARMESHWAR TIDK,IR25Y-01312,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,900,3,0,300
15069,2025-10-06 00:00:00,CDS01,Roberts-Cabrera,C0072,CUT BEND M/C SPARE,S0A011048,B55 Retai,NOS,PR25Y-00515,KRUSHNA,IR25Y-00476,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,26735.78,3,0,7950
15070,2025-10-06 00:00:00,CDS01,Roberts-Cabrera,C0006,Cable All Type,S0A010880,PLAIN ROL,NOS,PR25Y-00515,KRUSHNA,IR25Y-00476,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,18384.34,2,0,8200
15145,2025-12-06 00:00:00,CSY02,"Cruz, Fletcher and Lopez",C0003,Automation,S0M380370,HMI KTP70,NOS,PR25Y-00528,KRUSHNA,IR25Y-00488,DEP03,Paramedic,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Capital,29500,1,0,29500
15159,2025-06-14 00:00:00,CIN11,Villarreal-Gonzalez,C0072,CUT BEND M/C SPARE,S0A011050,Encoder C,NOS,PR25Y-00544,KRUSHNA,IR25Y-00501,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1900,4,0,475
15233,2025-06-20 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210938,BEARING 2,NOS,PR25Y-00586,KRUSHNA,IR25Y-00535,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,159300,2,0,67500
15231,2025-06-20 00:00:00,CDI02,Lucas Ltd,C0015,Daily Electricals,S0E141250,Electric,NOS,PR25Y-00584,PARMESHWAR TIDK,IR25Y-00532,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3186,3,0,900
15255,2025-06-23 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0019,Daily Consumable,S0M010048,Multimete,NOS,PR25Y-00607,PARMESHWAR TIDK,IR25Y-00556,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,500,2,0,250
15354,2025-06-28 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210144,Bearing 6,NOS,PR25Y-00641,KRUSHNA,IR25Y-00582,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,5900,1,0,5000
15357,2025-06-28 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210036,Bearing 2,NOS,PR25Y-00641,KRUSHNA,IR25Y-00582,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,12272,2,0,5200
15383,2025-06-30 00:00:00,CSS02,Clark Group,C0007,Motor,S0E060780,Internal,NOS,PR25Y-00648,KRUSHNA,IR25Y-00571,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Capital,126000,1,1,126000
15447,2025-06-05 00:00:00,CDS01,Roberts-Cabrera,C0027,General,S0M092540,Adjustmen,NOS,PR25Y-00277,KRUSHNA,IR25Y-00247,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,4775.55,2,0,2130
15524,2025-12-05 00:00:00,CDS01,Roberts-Cabrera,C0072,CUT BEND M/C SPARE,S0A011015,Thrust Br,NOS,PR25Y-00316,KRUSHNA,IR25Y-00280,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,14965,2,0,6675
15511,2025-11-05 00:00:00,CAJ01,Garrett-Cherry,STM01,Stationary,S0A030090,Laminatio,NOS,PR25Y-00306,PARMESHWAR TIDK,IR25Y-00276,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,8968,20,0,380
15572,2025-05-13 00:00:00,CAN23,"Morales, Nelson and Taylor",C0072,CUT BEND M/C SPARE,S0A011016,Vertical,NOS,PR25Y-00331,KRUSHNA,IR25Y-00294,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3983.2,2,0,2813
15573,2025-05-13 00:00:00,CAN23,"Morales, Nelson and Taylor",C0072,CUT BEND M/C SPARE,S0A011025,Lower Pul,NOS,PR25Y-00331,KRUSHNA,IR25Y-00294,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,4595.61,1,0,6491
15575,2025-05-13 00:00:00,CAN23,"Morales, Nelson and Taylor",C0039,Bearing,S0M210132,Bearing 6,NOS,PR25Y-00331,KRUSHNA,IR25Y-00294,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,121.78,2,0,86
15563,2025-05-13 00:00:00,CAN23,"Morales, Nelson and Taylor",C0072,CUT BEND M/C SPARE,S0A011018,Vertical,NOS,PR25Y-00331,KRUSHNA,IR25Y-00294,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3677.36,2,0,2597
15565,2025-05-13 00:00:00,CAN23,"Morales, Nelson and Taylor",C0072,CUT BEND M/C SPARE,S0A011022,Upper pul,NOS,PR25Y-00331,KRUSHNA,IR25Y-00294,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3830.28,1,0,5410
15569,2025-05-13 00:00:00,CAN23,"Morales, Nelson and Taylor",C0072,CUT BEND M/C SPARE,S0A011021,Shaft for,NOS,PR25Y-00331,KRUSHNA,IR25Y-00294,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1839.38,2,0,1299
15656,2025-05-16 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210195,Bearing 6,NOS,PR25Y-00348,KRUSHNA,IR25Y-00314,DEP24,MACHINE SH,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3062,6,0,983
15649,2025-05-16 00:00:00,CEA03,Brown-Vincent,C0039,Bearing,S0M210750,Bearing 6,NOS,PR25Y-00349,KRUSHNA,IR25Y-00315,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3335,18,0,157
15718,2025-05-19 00:00:00,CMA02,Tate and Sons,C0027,General,S0M092366,Hylam Rou,KGS,PR25Y-00364,PARMESHWAR TIDK,IR25Y-00328,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,2655,6,0,375
15719,2025-05-19 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210745,Bearing 6,NOS,PR25Y-00366,KRUSHNA,IR25Y-00330,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1151.69,2,0,976
15722,2025-05-19 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210532,Bearing 2,NOS,PR25Y-00366,KRUSHNA,IR25Y-00330,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,2950.02,1,0,2500
15762,2025-05-22 00:00:00,CCA06,"Fischer, Sanchez and Warner",FUR01,Furniture,S0H080020,Cupboard,NOS,PR25Y-00381,PARMESHWAR TIDK,IR25Y-00347,DEP13,Private music teacher,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,100,1,0,100
15750,2025-05-20 00:00:00,CVE06,"Keller, Mcclain and Neal",C0034,Pipe Line Fitting,S0M160087,GI Socket,NOS,PR25Y-00374,KRUSHNA,IR25Y-00322,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,451.38,10,0,38.25
15755,2025-05-20 00:00:00,CVE06,"Keller, Mcclain and Neal",C0034,Pipe Line Fitting,S0M160727,Gi Elbow,NOS,PR25Y-00374,KRUSHNA,IR25Y-00322,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,232.95,4,0,49.35
15759,2025-05-21 00:00:00,CEA03,Brown-Vincent,C0039,Bearing,S0M210733,Bearing 6,NOS,PR25Y-00379,KRUSHNA,IR25Y-00345,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,6079.83,10,0,608
15758,2025-05-21 00:00:00,CEA03,Brown-Vincent,C0039,Bearing,S0M210592,Bearing 2,NOS,PR25Y-00379,KRUSHNA,IR25Y-00345,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,9239.17,10,0,783
15776,2025-05-23 00:00:00,CAN23,"Morales, Nelson and Taylor",C0049,EOT Crane Spare,S0M310279,Limit Swi,NOS,PR25Y-00394,KRUSHNA,IR25Y-00358,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1351.18,1,0,1908.32
15777,2025-05-23 00:00:00,CAN23,"Morales, Nelson and Taylor",C0072,CUT BEND M/C SPARE,S0A011032,Encoder C,NOS,PR25Y-00394,KRUSHNA,IR25Y-00358,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1351.82,2,0,954.6
15787,2025-05-24 00:00:00,CDE03,Cline Group,C0039,Bearing,S0M210987,Bearing 6,NOS,PR25Y-00397,KRUSHNA,IR25Y-00361,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1291.42,2,0,855
15788,2025-05-24 00:00:00,CDE03,Cline Group,C0039,Bearing,S0M210132,Bearing 6,NOS,PR25Y-00397,KRUSHNA,IR25Y-00361,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,536.21,2,0,355
15786,2025-05-24 00:00:00,CDE03,Cline Group,C0039,Bearing,S0M210733,Bearing 6,NOS,PR25Y-00397,KRUSHNA,IR25Y-00361,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,5703.37,4,0,1888
15835,2025-05-27 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M091349,Cell 1.5V,NOS,PR25Y-00421,PARMESHWAR TIDK,IR25Y-00386,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,270,6,0,45
15851,2025-05-28 00:00:00,CAD02,Lynch and Sons,BL,SHEAR BLADES,S0M340035,Cold Shea,NOS,PR25Y-00424,KRUSHNA,IR25Y-00372,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,38940,1,0,33000
15850,2025-05-28 00:00:00,CAD02,Lynch and Sons,BL,SHEAR BLADES,S0M340034,Cold Shea,NOS,PR25Y-00424,KRUSHNA,IR25Y-00372,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,46020,1,0,39000
15918,2025-05-31 00:00:00,CRO02,Wilson-Jones,C0041,Hyd Valve Spare,S0M230004,3/2 Way P,NOS,PR25Y-00444,KRUSHNA,IR25Y-00410,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,74930,1,0,63500
16199,2025-08-13 00:00:00,CNA06,Hudson and Sons,C0072,CUT BEND M/C SPARE,S0A011058,Pneumatic,NOS,PR25Y-00937,KRUSHNA,IR25Y-00856,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Capital,427500,1,0,450000
16400,2025-08-18 00:00:00,CAL03,Morales-Smith,C0020,V-Belt,S0M020150,V-Belt B,NOS,PR25Y-00970,YUVRAJ,IR25Y-00883,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,639,3,0,463
18082,2025-08-28 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M211004,Bearing 6,NOS,PR25Y-01047,KRUSHNA,IR25Y-00954,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3027.11,20,0,344
18126,2025-08-29 00:00:00,CSU43,Jennings-Smith,SQP,HARDWARE,S0H100391,Barrow Tr,NOS,PR25Y-01054,KRUSHNA,IR25Y-00962,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Capital,4940,1,0,5200
18617,2025-06-09 00:00:00,CHI01,Young-Jackson,C0021,Compressor,S0M030051,Automatic,NOS,PR25Y-01119,KRUSHNA,IR25Y-01026,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,7287,1,1,6500
18706,2025-08-09 00:00:00,CDE21,Taylor-Gomez,C0049,EOT Crane Spare,S0M310638,Radio Rem,SET,PR25Y-01130,KRUSHNA,IR25Y-01035,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,46020,2,2,19500
18708,2025-08-09 00:00:00,CIN11,Villarreal-Gonzalez,C0043,Gear & Rigid Coupling,S0M250236,Aluminium,NOS,PR25Y-01131,KRUSHNA,IR25Y-01037,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1505,3,3,425
18765,2025-09-09 00:00:00,CAN23,"Morales, Nelson and Taylor",BL,SHEAR BLADES,S0M340053,Chip Cut,NOS,PR25Y-01138,KRUSHNA,IR25Y-01042,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,3775,2,2,3146
18963,2025-02-04 00:00:00,CEM06,Reyes Ltd,C0003,Automation,S0E020512,Encoder 1,NOS,PR25Y-00011,KRUSHNA,IR25Y-00010,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Capital,8260,1,0,7000
19174,2025-04-04 00:00:00,CTS02,Santana-Soto,C0068,HYD & PNUMATIC CYLINDER,S0H090101,Hard Crom,NOS,PR25Y-00032,PARMESHWAR TIDK,IR25Y-00029,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1000,1,0,1000
19540,2025-07-04 00:00:00,CQU05,"Adkins, Cordova and Williams",PM,Plant & Machinery,S0A010954,Pneumatic,NOS,PR25Y-00059,KRUSHNA,IR25Y-00048,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Capital,107970,1,0,91500
19630,2025-08-04 00:00:00,CVE06,"Keller, Mcclain and Neal",SS04,Plastic Pipe & fitting,S0M162543,PU Pipe 1,MTR,PR25Y-00072,PARMESHWAR TIDK,IR25Y-00066,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,2921,50,0,49.5
19622,2025-08-04 00:00:00,CHA19,Scott-Fuller,FUR01,Furniture,S0H080229,Wooden Ra,NOS,PR25Y-00064,PARMESHWAR TIDK,IR25Y-00055,CUTBE,Garment/textile technologist,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,12000,150,48,80
20184,2025-04-14 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210898,Bearing 6,NOS,PR25Y-00102,KRUSHNA,IR25Y-00095,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,6818,8,0,1570
20314,2025-04-15 00:00:00,CSC03,Brewer-Taylor,BAR B,BAR BUNDALING M/C SPARE,S0M390113,Reinforce,NOS,PR25Y-00117,KRUSHNA,IR25Y-00111,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,7133,1,0,6500
20480,2025-04-17 00:00:00,CIN11,Villarreal-Gonzalez,C0043,Gear & Rigid Coupling,S0M250236,Aluminium,NOS,PR25Y-00137,KRUSHNA,IR25Y-00125,DEP20,KALIKA ROL,CUTBE,Project Multi-layered actuating ability,INR,INDIAN RUPEE,      1.00000,Revenue,1505,3,0,425
