id,grn_date,supplier_code,supplier_name,item_ctag_code,item_ctag_name,item_code,item_name,um,stock_type_name,grn_number,purchase_order_number,department,department_name,indent_number,currency_code,exchange_rate,cost_project,cost_project_name,currency_name,challan_qty,rate,net_amount
18215,2025-10-14 00:00:00,CTA02,Daniel-Brown,C0054,Oil & Grease,S0O020095,Grease FA,KGS,Revenue,GR25Y-01648,PR25Y-01347,DEP20,KALIKA ROLLING,IR25Y-01229,INR,      1.00000,MIU06,Project Pre-emptive real-time hierarchy,INDIAN RUP,900,500,450000
16972,2025-09-20 00:00:00,CDE04,Ford-Cherry,BL,SHEAR BLADES,S0M340021,Knives Sh,NOS,Revenue,GR25Y-01422,PR25Y-00627,DEP20,KALIKA ROLLING,IR25Y-00575,INR,      1.00000,SH203,Project Enhanced human-resource initiative,INDIAN RUP,16,4800,76800
7394,2025-06-17 00:00:00,CDE04,Ford-Cherry,BL,SHEAR BLADES,S0M340021,Knives Sh,NOS,Revenue,GR25Y-00643,PR24Y-02582,DEP26,"Surveyor, building",IR24Y-02436,INR,      1.00000,SH203,Project Enhanced human-resource initiative,INDIAN RUP,12,4800,57600
13498,2025-09-13 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0019,Daily Consumable,S0M090482,Line Dori,NOS,Revenue,GR25Y-01336,PR25Y-01188,DEP20,KALIKA ROLLING,IR25Y-01081,INR,      1.00000,KREAT,Project Inverse context-sensitive moratorium,INDIAN RUP,4,15,60
13500,2025-09-13 00:00:00,CCA06,"Fischer, Sanchez and Warner",MOB,MOBILE CRANE,S0V010102,Spring,NOS,Revenue,GR25Y-01336,PR25Y-01188,DEP20,KALIKA ROLLING,IR25Y-01081,INR,      1.00000,KREAT,Project Inverse context-sensitive moratorium,INDIAN RUP,1,20,20
16732,2025-09-16 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0024,General Tool,S0M090824,Piyano Wi,KGS,Revenue,GR25Y-01368,PR25Y-01218,DEP20,KALIKA ROLLING,IR25Y-01107,INR,      1.00000,KREAT,Project Inverse context-sensitive moratorium,INDIAN RUP,2,180,360
13497,2025-09-13 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092612, Liquid N,NOS,Revenue,GR25Y-01336,PR25Y-01188,DEP20,KALIKA ROLLING,IR25Y-01081,INR,      1.00000,KREAT,Project Inverse context-sensitive moratorium,INDIAN RUP,2,15,30
6603,2025-04-07 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-00769,PR25Y-00616,DEP20,KALIKA ROLLING,IR25Y-00564,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
6786,2025-12-07 00:00:00,CAX01,Johnson-Kirby,C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-00839,PR25Y-00716,DEP20,KALIKA ROLLING,IR25Y-00648,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,40,1224,48960
6852,2025-07-15 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-00858,PR25Y-00739,DEP20,KALIKA ROLLING,IR25Y-00666,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,8,1257.15,10057.2
6876,2025-07-17 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150035,Welding R,PKT,Revenue,GR25Y-00876,PR25Y-00761,DEP12,"Accountant, chartered certified",IR25Y-00689,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,15,640,9600
7436,2025-06-19 00:00:00,CAX01,Johnson-Kirby,C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-00658,PR25Y-00555,DEP24,Equality and diversity officer,IR25Y-00507,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,40,1224,48960
7319,2025-12-06 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150034,Welding R,PKT,Revenue,GR25Y-00602,PR25Y-00525,DEP20,KALIKA ROLLING,IR25Y-00487,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,2,640,1280
7433,2025-06-18 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150022,Welding R,PKT,Revenue,GR25Y-00647,PR25Y-00554,DEP24,Equality and diversity officer,IR25Y-00507,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,8,1007,8056
7638,2025-06-30 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-00742,PR25Y-00616,DEP20,KALIKA ROLLING,IR25Y-00564,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
7776,2025-10-05 00:00:00,CAR05,Thompson-Chandler,C0033,Welding Material,S0M150020,Welding R,PKT,Revenue,GR25Y-00346,PR25Y-00240,DEP20,KALIKA ROLLING,IR25Y-00213,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,40,2207.5,88300
7777,2025-10-05 00:00:00,CDI02,"Taylor, Leach and Baker",C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-00343,PR25Y-00288,DEP20,KALIKA ROLLING,IR25Y-00256,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,40,1235,49400
7820,2025-12-05 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-00360,PR25Y-00299,DEP16,"Pharmacist, community",IR25Y-00261,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
7821,2025-12-05 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-00361,PR25Y-00299,DEP16,"Pharmacist, community",IR25Y-00261,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
8283,2025-08-13 00:00:00,CAR05,Thompson-Chandler,C0033,Welding Material,S0M150020,Welding R,PKT,Revenue,GR25Y-01061,PR25Y-00876,DEP20,KALIKA ROLLING,IR25Y-00793,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,40,2207.5,88300
8280,2025-12-08 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-01056,PR25Y-00875,DEP20,KALIKA ROLLING,IR25Y-00793,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
8480,2025-08-16 00:00:00,CDI02,"Taylor, Leach and Baker",C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-01085,PR25Y-00950,DEP20,KALIKA ROLLING,IR25Y-00864,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,1222,24440
8877,2025-07-08 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150035,Welding R,PKT,Revenue,GR25Y-01022,PR25Y-00894,DEP20,KALIKA ROLLING,IR25Y-00815,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,15,640,9600
9873,2025-01-09 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-01219,PR25Y-00875,DEP20,KALIKA ROLLING,IR25Y-00793,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
10041,2025-04-09 00:00:00,CDI02,"Taylor, Leach and Baker",C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-01249,PR25Y-00950,DEP20,KALIKA ROLLING,IR25Y-00864,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,1222,24440
7343,2025-06-13 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150035,Welding R,PKT,Revenue,GR25Y-00614,PR25Y-00525,DEP20,KALIKA ROLLING,IR25Y-00487,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,10,640,6400
11827,2025-04-15 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0033,Welding Material,S0M150469,Welding R,KGS,Revenue,GR25Y-00113,PR25Y-00108,DEP24,Equality and diversity officer,IR25Y-00103,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,81,1620
16799,2025-09-16 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-01378,PR25Y-01159,DEP20,KALIKA ROLLING,IR25Y-01058,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
16921,2025-09-18 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0033,Welding Material,S0M150468,Welding R,KGS,Revenue,GR25Y-01396,PR25Y-01168,DEP20,KALIKA ROLLING,IR25Y-01064,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,560,81,45360
16986,2025-09-20 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-01430,PR25Y-01159,DEP20,KALIKA ROLLING,IR25Y-01058,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,3800,76000
17199,2025-09-25 00:00:00,CDI02,"Taylor, Leach and Baker",C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-01476,PR25Y-01291,DEP20,KALIKA ROLLING,IR25Y-01178,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,1222,24440
17397,2025-09-30 00:00:00,CDI02,"Taylor, Leach and Baker",C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-01527,PR25Y-01291,DEP20,KALIKA ROLLING,IR25Y-01178,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,1222,24440
18810,2025-10-28 00:00:00,CTA02,Daniel-Brown,C0033,Welding Material,S0M150458,Welding R,NOS,Revenue,GR25Y-01746,PR25Y-01494,DEP24,Equality and diversity officer,IR25Y-01370,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,40,3800,152000
19023,2025-04-11 00:00:00,CPR08,"Williams, Lawson and Ford",C0033,Welding Material,S0M150462,Brazing R,KGS,Revenue,GR25Y-01809,PR25Y-01555,DEP24,Equality and diversity officer,IR25Y-01415,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,1,795,795
19024,2025-04-11 00:00:00,CPR08,"Williams, Lawson and Ford",C0033,Welding Material,S0M150463,Brazing P,NOS,Revenue,GR25Y-01809,PR25Y-01555,DEP24,Equality and diversity officer,IR25Y-01415,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,2,80,160
7321,2025-12-06 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150035,Welding R,PKT,Revenue,GR25Y-00602,PR25Y-00525,DEP20,KALIKA ROLLING,IR25Y-00487,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,5,640,3200
7320,2025-12-06 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150036,Welding R,PKT,Revenue,GR25Y-00602,PR25Y-00525,DEP20,KALIKA ROLLING,IR25Y-00487,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,15,640,9600
7341,2025-06-13 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150034,Welding R,PKT,Revenue,GR25Y-00614,PR25Y-00525,DEP20,KALIKA ROLLING,IR25Y-00487,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,3,640,1920
7342,2025-06-13 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150036,Welding R,PKT,Revenue,GR25Y-00614,PR25Y-00525,DEP20,KALIKA ROLLING,IR25Y-00487,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,5,640,3200
7514,2025-06-23 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150019,Welding R,PKT,Revenue,GR25Y-00689,PR25Y-00609,DEP20,KALIKA ROLLING,IR25Y-00556,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,40,325,13000
7790,2025-10-05 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150035,Welding R,PKT,Revenue,GR25Y-00342,PR25Y-00289,DEP20,KALIKA ROLLING,IR25Y-00256,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,640,12800
7792,2025-10-05 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150034,Welding R,PKT,Revenue,GR25Y-00342,PR25Y-00289,DEP20,KALIKA ROLLING,IR25Y-00256,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,5,640,3200
7789,2025-10-05 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150036,Welding R,PKT,Revenue,GR25Y-00342,PR25Y-00289,DEP20,KALIKA ROLLING,IR25Y-00256,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,640,12800
17311,2025-09-27 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150035,Welding R,PKT,Revenue,GR25Y-01510,PR25Y-01311,DEP20,KALIKA ROLLING,IR25Y-01190,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,15,640,9600
17310,2025-09-27 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150036,Welding R,PKT,Revenue,GR25Y-01510,PR25Y-01311,DEP20,KALIKA ROLLING,IR25Y-01190,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,15,640,9600
7870,2025-05-15 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0033,Welding Material,S0M150469,Welding R,KGS,Revenue,GR25Y-00385,PR25Y-00264,DEP20,KALIKA ROLLING,IR25Y-00233,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,200,81,16200
8056,2025-05-22 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0033,Welding Material,S0M150468,Welding R,KGS,Revenue,GR25Y-00447,PR25Y-00264,DEP20,KALIKA ROLLING,IR25Y-00233,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,280,81,22680
7474,2025-06-21 00:00:00,CDI02,"Taylor, Leach and Baker",C0033,Welding Material,S0M150017,Welding R,PKT,Revenue,GR25Y-00669,PR25Y-00583,DEP20,KALIKA ROLLING,IR25Y-00532,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,4,1254,5016
7616,2025-06-30 00:00:00,CDI02,"Taylor, Leach and Baker",C0033,Welding Material,S0M150024,Welding R,PKT,Revenue,GR25Y-00743,PR25Y-00640,DEP20,KALIKA ROLLING,IR25Y-00581,INR,      1.00000,WOR07,Project Visionary multimedia moratorium,INDIAN RUP,20,590,11800
6171,2025-01-08 00:00:00,CVA19,"Hinton, Medina and Hale",PM,Plant & Machinery,S0A010643,RO WATER,NOS,Capital,GR25Y-00985,PR25Y-00857,DEP39,Estate manager/land agent,IR25Y-00774,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,10169.49,10169.49
8067,2025-05-23 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092561,Zip Lock,NOS,Revenue,GR25Y-00456,PR25Y-00390,DEP39,Estate manager/land agent,IR25Y-00355,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,100,.65,65
12572,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",C0034,Pipe Line Fitting,S0M160453,Push Cock,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,4,560,1898.4
12575,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M160734,Cpvc Coup,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,9.464,16.04
12576,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",C0034,Pipe Line Fitting,S0M161726,Bib Cock,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,5,641.2,2717.08
6625,2025-07-07 00:00:00,CSHA5,"Lambert, Peterson and Ramirez",SQP,HARDWARE,S0H100359,Store Rac,KGS,Capital,GR25Y-00785,PR24Y-02453,DEP39,Estate manager/land agent,IR24Y-02320,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,240,130,31200
6624,2025-07-07 00:00:00,CSHA5,"Lambert, Peterson and Ramirez",SQP,HARDWARE,S0H100359,Store Rac,KGS,Capital,GR25Y-00786,PR24Y-02453,DEP39,Estate manager/land agent,IR24Y-02320,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1110,130,144300
6629,2025-08-07 00:00:00,CAJ01,Davis-Branch,C0027,General,S0M090726,Purchase,NOS,Revenue,GR25Y-00794,PR25Y-00698,DEP20,KALIKA ROLLING,IR25Y-00627,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,10,148,1480
6912,2025-07-19 00:00:00,CMA23,"Phelps, Drake and Morris",C0027,General,S0M092260,Dustbin B,NOS,Revenue,GR25Y-00887,PR25Y-00773,DEP39,Estate manager/land agent,IR25Y-00696,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,805,805
7116,2025-01-06 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092536,Zip Lock,NOS,Revenue,GR25Y-00516,PR25Y-00446,DEP39,Estate manager/land agent,IR25Y-00413,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,300,.9,270
7114,2025-01-06 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092561,Zip Lock,NOS,Revenue,GR25Y-00516,PR25Y-00446,DEP39,Estate manager/land agent,IR25Y-00413,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,500,.65,325
7115,2025-01-06 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092535,Zip Lock,NOS,Revenue,GR25Y-00516,PR25Y-00446,DEP39,Estate manager/land agent,IR25Y-00413,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,200,1.65,330
7701,2025-04-05 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092536,Zip Lock,NOS,Revenue,GR25Y-00302,PR25Y-00256,DEP39,Estate manager/land agent,IR25Y-00226,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,100,.9,90
7703,2025-04-05 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092535,Zip Lock,NOS,Revenue,GR25Y-00302,PR25Y-00256,DEP39,Estate manager/land agent,IR25Y-00226,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,100,1.65,165
7702,2025-04-05 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092537,Zip Lock,NOS,Revenue,GR25Y-00302,PR25Y-00256,DEP39,Estate manager/land agent,IR25Y-00226,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,100,.65,65
8044,2025-05-22 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092559,Office Tr,NOS,Revenue,GR25Y-00449,PR25Y-00381,DEP13,Private music teacher,IR25Y-00347,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,120,240
8069,2025-05-23 00:00:00,CBA19,Hubbard and Sons,C0027,General,S0M092535,Zip Lock,NOS,Revenue,GR25Y-00456,PR25Y-00390,DEP39,Estate manager/land agent,IR25Y-00355,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,100,1.65,165
8133,2025-05-27 00:00:00,CDI02,"Taylor, Leach and Baker",C0066,Oil Paint,S0M350013,Paint Rol,NOS,Revenue,GR25Y-00480,PR25Y-00403,DEP39,Estate manager/land agent,IR25Y-00368,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,65,130
8135,2025-05-27 00:00:00,CDI02,"Taylor, Leach and Baker",C0066,Oil Paint,S0M350268,Paint Rol,NOS,Revenue,GR25Y-00480,PR25Y-00403,DEP39,Estate manager/land agent,IR25Y-00368,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,55,55
8154,2025-05-29 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M091309,Two Wheel,NOS,Revenue,GR25Y-00488,PR25Y-00421,DEP20,KALIKA ROLLING,IR25Y-00386,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,220,440
8269,2025-12-08 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092586,Cherry Bo,NOS,Revenue,GR25Y-01054,PR25Y-00931,DEP20,KALIKA ROLLING,IR25Y-00851,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,6,50,300
8691,2025-08-21 00:00:00,CRA19,"Riley, Davis and Johnson",C0027,General,S0M092157,Polythene,NOS,Revenue,GR25Y-01124,PR25Y-00984,DEP20,KALIKA ROLLING,IR25Y-00899,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,152.54,305.08
8689,2025-08-21 00:00:00,CRA19,"Riley, Davis and Johnson",C0027,General,S0M092595,Polythene,KGS,Revenue,GR25Y-01124,PR25Y-00984,DEP20,KALIKA ROLLING,IR25Y-00899,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,6.5,152.54,991.51
9736,2025-08-29 00:00:00,CAU06,Fox Ltd,C0055,Service,S0A011054,Developme,NOS,Capital,GR25Y-01195,PR25Y-00673,DEP20,KALIKA ROLLING,IR25Y-00609,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,350000,350000
11212,2025-09-04 00:00:00,CMA10,Davis-Gonzalez,C0027,General,S0M091433,Stair,NOS,Revenue,GR25Y-00090,PR25Y-00076,DEP39,Estate manager/land agent,IR25Y-00070,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,2400,2400
11661,2025-04-13 00:00:00,CSHA5,"Lambert, Peterson and Ramirez",SQP,HARDWARE,S0H100359,Store Rac,KGS,Capital,GR25Y-00105,PR24Y-02453,DEP39,Estate manager/land agent,IR24Y-02320,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,430,130,55900
12108,2025-04-18 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M091759,Cool Wate,NOS,Capital,GR25Y-00160,PR25Y-00151,DEP20,KALIKA ROLLING,IR25Y-00128,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,550,1100
12573,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",C0015,Daily Electricals,S0M161159,PVC Clamp,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,6,5,25.42
12570,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M161561,CPVC Tee,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,19.544,16.56
12571,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M161031,Cpvc MT A,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,79.85,135.35
8070,2025-05-23 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092157,Polythene,NOS,Revenue,GR25Y-00455,PR25Y-00391,DEP39,Estate manager/land agent,IR25Y-00355,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,6,80,480
12577,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M160770,Cpvc Elbo,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,42.95,72.8
12793,2025-04-25 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M160752,CPVC Unio,NOS,Revenue,GR25Y-00214,PR25Y-00195,DEP20,KALIKA ROLLING,IR25Y-00172,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,83.44,70.72
12796,2025-04-25 00:00:00,CMU02,"Copeland, Lopez and Williams",C0034,Pipe Line Fitting,S0M090463,Ball Valv,NOS,Revenue,GR25Y-00214,PR25Y-00195,DEP20,KALIKA ROLLING,IR25Y-00172,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,198.856,168.53
13471,2025-12-09 00:00:00,CAJ01,Davis-Branch,C0027,General,S0M092564,Issue Req,NOS,Revenue,GR25Y-01332,PR25Y-01170,DEP39,Estate manager/land agent,IR25Y-01065,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,20,138,2760
12574,2025-04-23 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M161096,CPVC Su E,NOS,Revenue,GR25Y-00200,PR25Y-00173,DEP39,Estate manager/land agent,IR25Y-00152,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,8,16.912,114.67
16934,2025-09-19 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M091309,Two Wheel,NOS,Revenue,GR25Y-01415,PR25Y-01250,DEP39,Estate manager/land agent,IR25Y-01135,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,140,280
18845,2025-10-29 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092641,Tubeless,NOS,Revenue,GR25Y-01754,PR25Y-01524,DEP39,Estate manager/land agent,IR25Y-01393,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,1550,1550
18841,2025-10-29 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092640,Tubeless,NOS,Revenue,GR25Y-01754,PR25Y-01524,DEP39,Estate manager/land agent,IR25Y-01393,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,1450,1450
18982,2025-01-11 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M090752,Water Bot,NOS,Revenue,GR25Y-01787,PR25Y-01543,DEP39,Estate manager/land agent,IR25Y-01412,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,2,30,60
7579,2025-06-27 00:00:00,CVI19,Maldonado and Sons,C0027,General,S0M090726,Purchase,NOS,Revenue,GR25Y-00716,PR25Y-00629,DEP20,KALIKA ROLLING,IR25Y-00579,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,10,160,1600
7393,2025-06-17 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M090813,Rubber st,NOS,Revenue,GR25Y-00635,PR25Y-00557,DEP20,KALIKA ROLLING,IR25Y-00512,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,1,450,450
8887,2025-09-08 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M092559,Office Tr,NOS,Revenue,GR25Y-01038,PR25Y-00915,DEP20,KALIKA ROLLING,IR25Y-00833,INR,      1.00000,STORE,Project Networked empowering open system,INDIAN RUP,4,110,440
